Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
Myoxocephalus polyacanthocephalus,NA,Great Sculpin,NA,F-MYPO,AFC4E04070,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Myoxocephalus scorpius,NA,Shorthorn Sculpin,NA,F-MYSC,AFC4E04100,G5,Feb-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Nannobrachium regale,NA,Pinpoint Lanternfish,NA,F-NARE,AFCVH04010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Nannobrachium ritteri,NA,Broadfin Lanternfish,NA,F-NARI,AFCVH13010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Nansenia candida,NA,Bluethroat Argentine,NA,F-NACA,AFCHJ01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Naucrates ductor,NA,Pilotfish,NA,F-NADU,AFCQZ07010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Nautichthys oculofasciatus,NA,Sailfin Sculpin,NA,F-NAOC,AFC4E05010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Nautichthys robustus,NA,Shortmast Sculpin,NA,F-NARO,AFC4E05030,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Nectoliparis pelagicus,NA,Tadpole Snailfish,NA,F-NEPE,AFC4G14010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Nemichthys scolopaceus,NA,Slender Snipe Eel,NA,F-NESC,AFCEJ01010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Anguilliformes,Nemichthyidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Neoscopelus macrolepidotus,NA,Glowingfish,NA,F-NEMA,AFCVJ01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Neoscopelidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Nezumia stelgidolepis,NA,California Grenadier,NA,F-NEST,AFCMC02030,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Macrouridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Notacanthus chemnitzii,NA,Largescale Tapirfish,NA,F-NOCH,AFCUA01010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Albuliformes,Notacanthidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Notorynchus cepedianus,NA,Broadnose Sevengill Shark,NA,F-NOCE,AFDBB02010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Hexanchiformes,Hexanchidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Notoscopelus japonicus,NA,Spiny Lanternfish,NA,F-NOJA,AFCVH05040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Notropis atherinoides,NA,Emerald Shiner,NA,F-NOAT,AFCJB28120,G5,Aug-15,SU,May-19,May-10,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,Y,NA
Notropis hudsonius,NA,Spottail Shiner,NA,F-NOHU,AFCJB28550,G5,Aug-15,S1S2,May-19,May-10,NA,NA,Red,NA,NA,Cassiar Ranges; Clear Hills; Eastern Muskwa Ranges; Eastern Skeena Mountains; Etsho Plateau; Fort Nelson Lowland; Front Ranges; Finlay River Trench; Hart Foothills; Halfway Plateau; Hyland Plateau; Kechika Mountains; Kiskatinaw Plateau; Kechika River Trench; Liard Plain; Maxhamish Upland; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Northern Hart Ranges; Northern Omineca Mountains; Northern Park Ranges; Northern Skeena Mountains; Parsnip Trench; Peace Foothills; Peace Lowland; Petitot Plain; Rabbit Plateau; Southern Boreal Plateau; Sikanni Chief Upland; Southern Hart Ranges; Simpson Upland; Stikine Highland; Stikine Plateau; Trout Lake Plain; Tuya Range; Western Muskwa Ranges,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,6;7;9,Peace River Regional District; Regional District of Fraser-Fort George; Regional District of Kitimat-Stikine; Stikine Region (Unincorporated),NRRM; Tumbler Ridge; Chetwynd; Dawson Creek; Fort St John; Hudson's Hope; Pouce Coupe; Taylor,BWBS,NA,Native,Regularly occurring,NA,NA,N,Y,NA
Odontopyxis trispinosa,NA,Pygmy Poacher,NA,F-ODTR,AFC4F10010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oligocottus maculosus,NA,Tidepool Sculpin,NA,F-OLMA,AFC4E06010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oligocottus rimensis,NA,Saddleback Sculpin,NA,F-OLRI,AFC4E06020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oligocottus snyderi,NA,Fluffy Sculpin,NA,F-OLSN,AFC4E06040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oncorhynchus clarkii,NA,Cutthroat Trout,NA,F-ONCL,AFCHA02080,G5,Dec-17,S4,Mar-00,Mar-00,NA,NA,No Status,NA,NA,NA,NA,NA,NA,NA,ssp. lewisi is SC on SARA schedule 1,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oncorhynchus clarkii clarkii,NA,"Cutthroat Trout, clarkii subspecies",NA,F-ONCL-CL,AFCHA0208A,G5T4,Nov-97,S3S4,Jan-04,Mar-00,NA,NA,Blue,NA,NA,Alsek Ranges; Babine Upland; Big Bend Trench; Bulkley Basin; Bulkley Ranges; Cariboo Mountains; Cariboo Plateau; Cassiar Ranges; Central Boundary Ranges; Central Columbia Mountains; Central Chilcotin Ranges; Chilcotin Plateau; Continental Slope; Central Pacific Ranges; Cranberry Upland; Dixon Entrance; Eastern Muskwa Ranges; Eastern Purcell Mountains; Eastern Pacific Ranges; Eastern Skeena Mountains; Fraser River Basin; Fraser Lowland; Finlay River Trench; Georgia Lowland; Hecate Lowland; Hecate Strait; Hozameen Range; Hyland Plateau; Juan de Fuca Strait; Johnstone Strait; Kechika Mountains; Kimsquit Mountains; Kitimat Ranges; Kluane Ranges; Kechika River Trench; Leeward Island Mountains; Liard Plain; Leeward Pacific Ranges; Manson Plateau; Meziadin Mountains; Nass Basin; Nanaimo Lowland; Nass Mountains; Nazko Upland; Northern Boundary Ranges; North Coast Fjords; Nechako Lowland; Nechako Upland; Nicola Basin; Northern Island Mountains; Northern Kootenay Mountains; Northern Okanagan Basin; Northern Okanagan Highland; Northern Omineca Mountains; Northern Pacific Ranges; Northern Shuswap Highland; Northern Skeena Mountains; Northern Thompson Upland; Northwestern Cascade Ranges; Nahwitti Lowland; Okanagan Range; Outer Fjordland; Pavilion Ranges; Parsnip Trench; Queen Charlotte Lowland; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Quesnel Highland; Quesnel Lowland; Rabbit Plateau; Sub-Arctic Pacific; Southern Boreal Plateau; Southern Boundary Ranges; Southern Columbia Mountains; Southern Chilcotin Ranges; Selkirk Foothills; Southern Gulf Islands; Shuswap Basin; Simpson Upland; Skidegate Plateau; Southern Okanogan Basin; Strait of Georgia; Southern Okanogan Highland; Southern Omineca Mountains; Southern Purcell Mountains; Southern Pacific Ranges; Shuswap River Highland; Southern Skeena Mountains; Stikine Highland; Stikine Plateau; Tatshenshini Basin; Tagish Highland; Teslin Basin; Teslin Plateau; Thompson Basin; Tahltan Highland; Transitional Pacific; Tuya Range; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Whitehorse Upland; Windward Island Mountains; Western Okanagan Upland,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Subspecies,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,1;2;3;4;5;6;7;8;9,Capital Regional District; Central Coast Regional District; Comox Valley Regional District; Cariboo Regional District; Columbia Shuswap Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; North Coast Regional District; Peace River Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Central Kootenay; Regional District of Central Okanagan; Regional District of East Kootenay; Regional District of Fraser-Fort George; Regional District of Kootenay Boundary; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Regional District of North Okanagan; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Stikine Region (Unincorporated); Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Penticton; Princeton; Summerland; Squamish; Whistler; Pemberton; Chase; Clearwater; Nelson; Slocan; Salmo; Silverton; Creston; Kaslo; New Denver; Nakusp; Castlegar; Revelstoke; Salmon Arm; Sicamous; ; Grand Forks; Greenwood; Midway; Montrose; Rossland; Trail; Warfield; Fruitvale; Armstrong; Coldstream; Enderby; Lumby; Spallumcheen; Vernon; Port Alberni; Tofino; Ucluelet; Central Saanich; Colwood; Esquimalt; Highlands; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal; Cumberland; Comox; Courtenay; Duncan; Ladysmith; Lake Cowichan; North Cowichan; Burns Lake; Alert Bay; Port Alice; Port Hardy; Port McNeill; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Fort St James; Kitimat; Hazelton; Fraser Lake; New Hazelton; Stewart; Terrace; NRRM; Granisle; Houston; Daajing Giids; Masset; Port Clements; Port Edward; Prince Rupert; Smithers; Kelowna; Lake Country; Peachland; West Kelowna; Telkwa; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,BWBS; CDF; CWH; ICH; SBS,NA,Native,Regularly occurring,NA,NA,N,N,Currently the CDC is not mapping this subspecies as it is quite wide spread.
Oncorhynchus clarkii lewisi,NA,"Cutthroat Trout, lewisi subspecies",Westslope Cutthroat Trout,F-ONCL-LE,AFCHA02088,G5T4,May-13,S2S3,Mar-18,Apr-18,SC (Nov 2016),NA,Blue,Y (Jun 2006),NA,Big Bend Trench; Bowron Valley; Cariboo Basin; Cariboo Mountains; Cariboo Plateau; Cassiar Ranges; Central Columbia Mountains; Clear Hills; Crown of the Continent; Central Park Ranges; East Kootenay Trench; Elk Valley; Eastern Muskwa Ranges; Eastern Purcell Mountains; Eastern Skeena Mountains; Etsho Plateau; Flathead Valley; Fort Nelson Lowland; Front Ranges; Finlay River Trench; Hart Foothills; Halfway Plateau; Hyland Plateau; Kechika Mountains; Kiskatinaw Plateau; Kechika River Trench; Liard Plain; Maxhamish Upland; McGregor Plateau; McGillivray Range; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Northern Hart Ranges; Northern Kootenay Mountains; Northern Okanagan Basin; Northern Okanagan Highland; Northern Omineca Mountains; Northern Park Ranges; Northern Shuswap Highland; Northern Skeena Mountains; Northern Thompson Upland; Parsnip Trench; Peace Foothills; Peace Lowland; Petitot Plain; Quesnel Highland; Quesnel Lowland; Rabbit Plateau; Southern Boreal Plateau; Southern Columbia Mountains; Sikanni Chief Upland; Selkirk Foothills; Shuswap Basin; Southern Hart Ranges; Simpson Upland; Southern Okanogan Basin; Southern Okanogan Highland; Southern Park Ranges; Southern Purcell Mountains; Shuswap River Highland; Stikine Highland; Stikine Plateau; Thompson Basin; Trout Lake Plain; Tranquille Upland; Tuya Range; Upper Columbia Valley; Upper Fraser Trench; Western Muskwa Ranges,NA,NA,NA,1-SC (Feb 2010),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Subspecies,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,3;4;5;6;7;8;9,Cariboo Regional District; Columbia Shuswap Regional District; Peace River Regional District; Regional District of Central Kootenay; Regional District of Central Okanagan; Regional District of East Kootenay; Regional District of Fraser-Fort George; Regional District of Kootenay Boundary; Regional District of Kitimat-Stikine; Regional District of North Okanagan; Regional District of Okanagan-Similkameen; Stikine Region (Unincorporated); Thompson-Nicola Regional District,Chase; Barriere; Clearwater; Sun Peaks; Nelson; Slocan; Salmo; Silverton; Creston; Kaslo; New Denver; Nakusp; Castlegar; Golden; Revelstoke; Salmon Arm; Sicamous; Canal Flats; Cranbrook; Elkford; Fernie; Invermere; ; Kimberley; Radium Hot Springs; Sparwood; Grand Forks; Greenwood; Midway; Montrose; Rossland; Trail; Warfield; Fruitvale; Coldstream; Spallumcheen; Mackenzie; McBride; Valemont; NRRM; Tumbler Ridge; Chetwynd; Dawson Creek; Fort St John; Hudson's Hope; Pouce Coupe; Taylor; Lake Country,BWBS; ESSF; ICH; IDF; MS; SBS,NA,Native,Regularly occurring,NA,NA,N,W,Currently the CDC is not mapping this subspecies as it is quite wide spread.
Oncorhynchus gorbuscha,NA,Pink Salmon,NA,F-ONGO,AFCHA02010,G5,May-16,SNR,Aug-19,Aug-19,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oncorhynchus keta,NA,Chum Salmon,NA,F-ONKE,AFCHA02020,G5,May-16,SNR,Aug-19,Aug-19,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oncorhynchus kisutch,NA,Coho Salmon,NA,F-ONKI,AFCHA02030,G5,Dec-17,SNR,Sep-19,Sep-19,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oncorhynchus kisutch pop. 7,NA,Coho Salmon (Interior Fraser Population),NA,F-ONKI-07,AFCHA02037,G5TNRQ,NA,SNR,Dec-16,Dec-16,T (Nov 2016),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,N,NA
Oncorhynchus mykiss,NA,Rainbow Trout/Steelhead,NA,F-ONMY,AFCHA02090,G5,Jul-22,S5,Mar-11,Mar-00,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oncorhynchus mykiss - coastal lineage,Oncorhynchus mykiss pop. 39,Rainbow Trout/Steelhead - Coastal Lineage,NA,F-ONMY-39,AFCHA0213E,G5T3Q,Jun-09,SNR,Jan-10,Jan-10,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,N,NA
Oncorhynchus mykiss - interior lineage,Oncorhynchus mykiss pop. 38,Rainbow Trout/Steelhead - Interior Lineage,NA,F-ONMY-38,AFCHA0213D,G5T3Q,Jun-09,SNR,Jan-10,Jan-10,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,N,NA
Oncorhynchus mykiss - large lake piscivore ecotype,Oncorhynchus mykiss pop. 40,Rainbow Trout - Large Lake Piscivore Ecotype,NA,F-ONMY-40,AFCHA0213F,G5TNRQ,NA,S4,Jan-12,Jan-12,NA,NA,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,N,NA
Oncorhynchus mykiss pop. 46,NA,Steelhead Trout - Thompson River Population,NA,F-ONMY-46,AFCHA0213M,G5TNRQ,NA,S1,Apr-19,May-19,E (Nov 2020),NA,Red,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Oncorhynchus mykiss pop. 47,NA,Steelhead Trout - Chilcotin River Population,NA,F-ONMY-47,AFCHA0213N,G5TNRQ,NA,S1,Apr-19,May-19,E (Nov 2020),NA,Red,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Oncorhynchus nerka,NA,Sockeye Salmon,NA,F-ONNE,AFCHA02040,G5,Jul-22,SNR,Jul-19,Jul-19,NA,Sakinaw Lake (assessed 2016-04-30) and Cultus Lake (assessed 2003-05-01) Populations are listed as Endangered by COSEWIC.,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Oncorhynchus nerka pop. 10,NA,Sockeye Salmon - Bowron-ES Population,NA,F-ONNE-10,AFCHA0204B,G5TNRQ,NA,SNR,Apr-19,Apr-19,E (Nov 2017),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Oncorhynchus nerka pop. 11,NA,Sockeye Salmon - Chilliwack-ES Population,NA,F-ONNE-11,AFCHA0204C,G5TNRQ,NA,SNR,Apr-19,Apr-19,NAR (Nov 2017),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Oncorhynchus nerka pop. 12,NA,Sockeye Salmon - Francois-Fraser-S Population,NA,F-ONNE-12,AFCHA0204D,G5TNRQ,NA,SNR,Apr-19,Apr-19,SC (Nov 2017),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Oncorhynchus nerka pop. 13,NA,Sockeye Salmon - Nadina-Francois-ES Population,NA,F-ONNE-13,AFCHA0204E,G5TNRQ,NA,SNR,Apr-19,Apr-19,NAR (Nov 2017),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,N,NA
Oncorhynchus nerka pop. 14,NA,Sockeye Salmon - Harrison (D/S)-L Population,NA,F-ONNE-14,AFCHA0204F,G5TNRQ,NA,SNR,Apr-19,Apr-19,SC (Nov 2017),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Oncorhynchus nerka pop. 15,NA,Sockeye Salmon - Harrison (U/S)-L Population,NA,F-ONNE-15,AFCHA0204G,G5TNRQ,NA,SNR,Apr-19,Apr-19,E (Nov 2017),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Oncorhynchus nerka pop. 16,NA,Sockeye Salmon - Kamloops-ES Population,NA,F-ONNE-16,AFCHA0204H,G5TNRQ,NA,SNR,Apr-19,Apr-19,SC (Nov 2017),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Oncorhynchus nerka pop. 17,NA,Sockeye Salmon - Lillooet-Harrison-L Population,NA,F-ONNE-17,AFCHA0204J,G5TNRQ,NA,SNR,Apr-19,Apr-19,SC (Nov 2017),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Oncorhynchus nerka pop. 18,NA,Sockeye Salmon - Nahatlatch-ES Population,NA,F-ONNE-18,AFCHA0204K,G5TNRQ,NA,SNR,Apr-19,Apr-19,SC (Nov 2017),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
